NR90	NR50	GO	KO	KEGG	Pfam	EC	eggNOG
UniRef90_A0A2N5NKY9	UniRef50_R9JS36	GO:0015074,GO:0003677,GO:0006310			PF00589		
UniRef90_A0A2N5NKZ1	UniRef50_A0A2N5NKZ1	GO:0003700,GO:0003677			PF00126		
UniRef90_A0A2N5NKZ2	UniRef50_A0A2N5NKZ2	GO:0016021					
UniRef90_A0A2N5NKZ5	UniRef50_A0A174XT48	GO:0005524			PF13304		
UniRef90_A0A2N5NKZ9	UniRef50_A0A2N5NKZ9	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF04542,PF08281		
UniRef90_A0A2N5NL00	UniRef50_A0A329TM12	GO:0000160,GO:0003677			PF00072,PF04397		COG3279,ENOG4105DY9
UniRef90_A0A2N5NL00	UniRef50_A0A329TM12	GO:0003677,GO:0000160			PF04397,PF00072		
UniRef90_A0A2N5NL01	UniRef50_A0A174US42				PF08843		
UniRef90_A0A2N5NL01	UniRef50_A0A174US42			bprl:CL2_12860	PF08843		ENOG4105F2S,ENOG410XQHH
UniRef90_A0A2N5NL01	UniRef50_A0A174US42	GO:0016740			PF08843		
UniRef90_A0A2N5NL05	UniRef50_A0A2N5NL05	GO:0016021					
UniRef90_A0A2N5NL14	UniRef50_B6GBF4	GO:0005524,GO:0016887			PF00005		
UniRef90_A0A2N5NL18	UniRef50_C0EHU6	GO:0003849,GO:0009073,GO:0009423			PF00793	2.5.1.54	
UniRef90_A0A2N5NL29	UniRef50_A0A0J1GC34				PF02620		
UniRef90_A0A2N5NL29	UniRef50_A0A0J1GC34	GO:0003677			PF02620		ENOG4105VAT,COG1399
UniRef90_A0A2N5NL38	UniRef50_Q8XJK8	GO:0005737,GO:0005524,GO:0004385			PF00625	2.7.4.8	
UniRef90_A0A2N5NL82	UniRef50_A0A2N5P5U5				PF07873		
UniRef90_A0A2N5NL82	UniRef50_A0A2N5P5U5				PF07873		ENOG41068P3,ENOG410XV43
UniRef90_A0A2N5NL92	UniRef50_R7R7T3						
UniRef90_A0A2N5NL92	UniRef50_R7R7T3	GO:0016301					
UniRef90_A0A2N5NLC2	UniRef50_A7B8N9	GO:0016021			PF09586		
UniRef90_A0A2N5NLC5	UniRef50_B0G2J5	GO:0016740,GO:0016021			PF00535		
UniRef90_A0A2N5NLD9	UniRef50_A0A134CMP7	GO:0016491			PF03358		
UniRef90_A0A2N5NLE6	UniRef50_B6FU41	GO:0016021					
UniRef90_A0A2N5NLE8	UniRef50_C0B9E5						
UniRef90_A0A2N5NLE9	UniRef50_A0Q0Z5	GO:0005737,GO:0008776,GO:0005524,GO:0000287,GO:0006085,GO:0006082			PF00871	2.7.2.1	
UniRef90_A0A2N5NLF9	UniRef50_R9MDR6	GO:0016021,GO:0005886,GO:0015095,GO:0046872			PF00571,PF01769,PF03448		
UniRef90_A0A2N5NLG6	UniRef50_A0A2N5PHK2						
UniRef90_A0A2N5NLG7	UniRef50_A5KNV6	GO:0016021			PF04854		
UniRef90_A0A2N5NLG7	UniRef50_A5KNV6	GO:0016021			PF04854		ENOG4105G9I,ENOG4111Q41
UniRef90_A0A2N5NLG9	UniRef50_Q0TUB1	GO:0005737,GO:0000310,GO:0006166,GO:0046110,GO:0032265				2.4.2.22	
UniRef90_A0A2N5NLG9	UniRef50_Q0TUB1	GO:0005737,GO:0032265,GO:0000310,GO:0006166,GO:0046110				2.4.2.22	COG0503,ENOG4108UPS
UniRef90_A0A2N5NLH4	UniRef50_A0A395XET1	GO:0031388,GO:0008887			PF02595		
UniRef90_A0A2N5NLH6	UniRef50_A0A1E3A094						
UniRef90_A0A2N5NLH6	UniRef50_A0A1E3A094	GO:0005737,GO:0003924,GO:0005525,GO:0006614,GO:0031226			PF00448,PF02881		ENOG4105CCP,COG0552
UniRef90_A0A2N5NLH6	UniRef50_A0A1E3A094	GO:0005737,GO:0031226,GO:0005525,GO:0003924,GO:0006614			PF00448,PF02881		
UniRef90_A0A2N5NLH6	UniRef50_A0A1E3A094	GO:0005737,GO:0031226,GO:0005525,GO:0003924,GO:0006614			PF00448,PF02881		ENOG4105CCP,COG0552
UniRef90_A0A2N5NLH6	UniRef50_A0A1E3A094	GO:0005737,GO:0031226,GO:0005525,GO:0003924,GO:0051301,GO:0006614			PF00448,PF02881		
UniRef90_A0A2N5NLH7	UniRef50_A8SUZ2	GO:0003700,GO:0043565			PF12833,PF02311		ENOG4105Q38,COG2207
UniRef90_A0A2N5NLI1	UniRef50_E6U3H6	GO:0045493,GO:0016798					ENOG4107VJH,ENOG410ZVSS
UniRef90_A0A2N5NLI2	UniRef50_A0A2N5NZL3	GO:0016740			PF13439,PF00534		
UniRef90_A0A2N5NLI2	UniRef50_A0A2N5NZL3	GO:0016740,GO:0016757			PF00534,PF13439	2.4.-.-	COG0438,ENOG4105BZF
UniRef90_A0A2N5NLI4	UniRef50_A0A1D7NH23	GO:0043565			PF13443		
UniRef90_A0A2N5NLJ0	UniRef50_D4KVG1				PF14198		
UniRef90_A0A2N5NLJ1	UniRef50_A0A0P0FUN7						
UniRef90_A0A2N5NLJ1	UniRef50_A0A0P0FUN7	GO:0003677,GO:0000287,GO:0009036,GO:0009307			PF06616		
UniRef90_A0A2N5NLJ1	UniRef50_A0A0P0FUN7	GO:0003677,GO:0000287,GO:0009036,GO:0009307			PF06616		ENOG410670E,ENOG410XT7W
UniRef90_A0A2N5NLJ1	UniRef50_A0A0P0FUN7	GO:0003677,GO:0000287,GO:0009036,GO:0009307		ehl:EHLA_2530	PF06616	3.1.21.4	
UniRef90_A0A2N5NLJ1	UniRef50_A0A0P0FUN7	GO:0009307,GO:0009036,GO:0003677,GO:0000287			PF06616		
UniRef90_A0A2N5NLJ4	UniRef50_D4CMM6						
UniRef90_A0A2N5NLJ4	UniRef50_D4CMM6	GO:0003721,GO:0003677			PF00078		
UniRef90_A0A2N5NLJ5	UniRef50_A0A2N5NLJ5	GO:0004553,GO:0005975			PF00232,PF14278		
UniRef90_A0A2N5NLJ6	UniRef50_B0NCP4	GO:0016021			PF09335		
UniRef90_A0A2N5NLK2	UniRef50_C6L945						
UniRef90_A0A2N5NLK3	UniRef50_A0A2N5Q0W4	GO:0003677,GO:0004519,GO:0009307			PF04471		
UniRef90_A0A2N5NLK4	UniRef50_A0A2N5NLK4	GO:0006355			PF01402		
UniRef90_A0A2N5NLK5	UniRef50_A0A2N5NLK5	GO:0005524			PF13304,PF14491		
UniRef90_A0A2N5NLK6	UniRef50_A0A2N5NLK6				PF00395		
UniRef90_A0A2N5NLK7	UniRef50_R9KQY5	GO:0004519			PF05685		
UniRef90_A0A2N5NLK8	UniRef50_R6P1L3	GO:0016021,GO:0005524,GO:0042626			PF00664,PF00005		ENOG4105BZ1,COG1132
UniRef90_A0A2N5NLL0	UniRef50_A0A2N5NLL0						
UniRef90_A0A2N5NLL1	UniRef50_A0A174GFD5	GO:0000155,GO:0005524,GO:0016021			PF00512,PF02518		COG0642,ENOG4105F4T
UniRef90_A0A2N5NLL1	UniRef50_A0A174GFD5	GO:0016021,GO:0000155			PF02518,PF00512		
UniRef90_A0A2N5NLL2	UniRef50_A0A3E4K686	GO:0016740					
UniRef90_A0A2N5NLL3	UniRef50_B0NHY1						
UniRef90_A0A2N5NLL4	UniRef50_R5F3G3						
UniRef90_A0A2N5NLL5	UniRef50_A0A2N5NLL5	GO:0016021,GO:0016747			PF01757		
UniRef90_A0A2N5NLL6	UniRef50_A0A2N5NLL6	GO:0043565			PF01381		
UniRef90_A0A2N5NLL7	UniRef50_A0A2N5NLL7	GO:0016021					
UniRef90_A0A2N5NLL9	UniRef50_U2PXG2	GO:0016021,GO:0046677			PF05139		
UniRef90_A0A2N5NLL9	UniRef50_U2PXG2	GO:0016021,GO:0046677		rho:RHOM_00295	PF05139		ENOG4105E92,COG2312
UniRef90_A0A2N5NLL9	UniRef50_U2PXG2	GO:0046677,GO:0016021			PF05139		
UniRef90_A0A2N5NLM1	UniRef50_A0A2N5NLM1						
UniRef90_A0A2N5NLM3	UniRef50_A8SNQ6						
UniRef90_A0A2N5NLM7	UniRef50_A0A2N5NLM7	GO:0016021			PF11188		
UniRef90_A0A2N5NLM8	UniRef50_A0A2N5P8H6	GO:0003677,GO:0015074,GO:0006310			PF14657,PF14659,PF00589		
UniRef90_A0A2N5NLM8	UniRef50_A0A2N5P8H6	GO:0015074,GO:0003677,GO:0006310			PF14657,PF14659,PF00589		
UniRef90_A0A2N5NLN9	UniRef50_F7KD03	GO:0004553,GO:0045493			PF04616		
UniRef90_A0A2N5NLP0	UniRef50_A0A2N5NLP0						NR90	NR50	GO	KO	KEGG	Pfam	EC	eggNOG
UniRef90_A0A2N5NLP2	UniRef50_C6LM71	GO:0004553,GO:0005975			PF00232		
UniRef90_A0A2N5NLP3	UniRef50_F2NA38	GO:0016853			PF01261		
UniRef90_A0A2N5NLP5	UniRef50_F7JKZ9	GO:0003700,GO:0043565			PF12833		
UniRef90_A0A2N5NLP8	UniRef50_F7K591						
UniRef90_A0A2N5NLQ0	UniRef50_R6WM16						
UniRef90_A0A2N5NLQ1	UniRef50_R9ILH6	GO:0004553,GO:0005975			PF00703,PF02836,PF02837		
UniRef90_A0A2N5NLQ4	UniRef50_A0A2N5NLQ4						
UniRef90_A0A2N5NLQ7	UniRef50_A0A0J1G1K6						
UniRef90_A0A2N5NLQ9	UniRef50_A0A2N5NLQ9						
UniRef90_A0A2N5NLQ9	UniRef50_A0A2N5NLQ9	GO:0043565			PF01381		
UniRef90_A0A2N5NLR3	UniRef50_U5F6T8	GO:0015074,GO:0003677,GO:0006310			PF14657,PF14659,PF00589		
UniRef90_A0A2N5NLR9	UniRef50_A0A2N5NLR9	GO:0003677,GO:0004803,GO:0006313			PF01609		
UniRef90_A0A2N5NLS4	UniRef50_A0A2N5NLS4	GO:0008236			PF03572		
UniRef90_A0A2N5NLS8	UniRef50_A0A2N5NLS8	GO:0016021					
UniRef90_A0A2N5NLT2	UniRef50_A0A174LBE9						
UniRef90_A0A2N5NLT2	UniRef50_A0A174LBE9	GO:0016301			PF00294		
UniRef90_A0A2N5NLT7	UniRef50_C4GAW4	GO:0008643,GO:0016021,GO:0015293					
UniRef90_A0A2N5NLT9	UniRef50_R7HRB3	GO:0000155,GO:0005524			PF00512,PF02518		
UniRef90_A0A2N5NLU4	UniRef50_A0A396G0A4	GO:0055085,GO:0016021,GO:0005215			PF07690		
UniRef90_A0A2N5NLU6	UniRef50_A0A3E4K686	GO:0016740					
UniRef90_A0A2N5NLV1	UniRef50_A0A2N5NLV1						
UniRef90_A0A2N5NLX0	UniRef50_A0A2N5NLX0				PF09035		
UniRef90_A0A2N5NLX5	UniRef50_M2BJ72						
UniRef90_A0A2N5NLX5	UniRef50_M2BJ72				PF04383		
UniRef90_A0A2N5NLX5	UniRef50_M2BJ72	GO:0003677			PF04383		
UniRef90_A0A2N5NLY0	UniRef50_A0A2N5NLY0						
UniRef90_A0A2N5NLY3	UniRef50_A0A2N5NLY3	GO:0016021					
UniRef90_A0A2N5NLY5	UniRef50_A0A2N5NLY5	GO:0043565			PF01381		
UniRef90_A0A2N5NLZ0	UniRef50_A0A2N5NLZ0						
UniRef90_A0A2N5NLZ2	UniRef50_A0A2N5NLZ2				PF16472		
UniRef90_A0A2N5NLZ5	UniRef50_B6FMY2						
UniRef90_A0A2N5NLZ6	UniRef50_A0A2N5NLZ6	GO:0003677,GO:0008907,GO:0006310			PF02920,PF14659,PF00589		
UniRef90_A0A2N5NM06	UniRef50_H1ARU0						
UniRef90_A0A2N5NM11	UniRef50_U4QXR9	GO:0006355			PF07878		
UniRef90_A0A2N5NM12	UniRef50_A0A2N5NM12						
UniRef90_A0A2N5NM21	UniRef50_A0A2N5NM21	GO:0016021,GO:0005524,GO:0003677			PF01580		
UniRef90_A0A2N5NM26	UniRef50_D6DEH2				PF00625		
UniRef90_A0A2N5NM26	UniRef50_D6DEH2	GO:0016301			PF00625		ENOG4108UX1,COG0194
UniRef90_A0A2N5NM30	UniRef50_A0A2N5NM30						
UniRef90_A0A2N5NM33	UniRef50_A0A2N5NM33						
UniRef90_A0A2N5NM35	UniRef50_A0A174G985						
UniRef90_A0A2N5NM37	UniRef50_X8GZT8	GO:0008168,GO:0003676			PF05175		
UniRef90_A0A2N5NM41	UniRef50_A0A174KSM9	GO:0016301,GO:0016773,GO:0005975			PF02782,PF00370		
UniRef90_A0A2N5NM46	UniRef50_R9JTL3	GO:0015297,GO:0016021,GO:0015238			PF01554		COG0534,ENOG4107QJQ
UniRef90_A0A2N5NM57	UniRef50_A0A2N5NM57	GO:0016021			PF07523		
UniRef90_A0A2N5NM59	UniRef50_A0A2V2C994				PF04468		
UniRef90_A0A2N5NM59	UniRef50_A0A2V2C994				PF04468		COG1774,ENOG4105MA4
UniRef90_A0A2N5NM59	UniRef50_A0A2V2C994				PF04468		ENOG4105MA4,COG1774
UniRef90_A0A2N5NM61	UniRef50_A0A2N5NM61	GO:0016021					
UniRef90_A0A2N5NM63	UniRef50_A0A3E4K3R3						
UniRef90_A0A2N5NM63	UniRef50_A0A3E4K3R3	GO:0003824					ENOG410Y2ID,ENOG4107WUA
UniRef90_A0A2N5NM66	UniRef50_A0A2N5NM66						
UniRef90_A0A2N5NM69	UniRef50_U2R5B2				PF17295		
UniRef90_A0A2N5NM73	UniRef50_A0A2N5NM73	GO:0043565			PF01381		
UniRef90_A0A2N5NM74	UniRef50_A0A0U9H8Y1	GO:0008168			PF00145		
UniRef90_A0A2N5NM78	UniRef50_A0A2N5NM78	GO:0000746			PF06412		
UniRef90_A0A2N5NM79	UniRef50_A0A2N5NM79						
UniRef90_A0A2N5NM79	UniRef50_A0A2N5NM79	GO:0016021					
UniRef90_A0A2N5NM81	UniRef50_A0A1C7FUI2				PF15515		
UniRef90_A0A2N5NM84	UniRef50_A0A2N5NM84						
UniRef90_A0A2N5NM85	UniRef50_C0ESN3						
UniRef90_A0A2N5NM86	UniRef50_A0A2N5NM86				PF03235		
UniRef90_A0A2N5NM88	UniRef50_R6ZVC9	GO:0000453,GO:0005737,GO:0070677			PF00590	2.1.1.198	ENOG4105CU0,COG0313
UniRef90_A0A2N5NM88	UniRef50_R6ZVC9	GO:0005737,GO:0070677,GO:0000453			PF00590	2.1.1.198	
UniRef90_A0A2N5NM91	UniRef50_A0A2N5NM91						
UniRef90_A0A2N5NM92	UniRef50_C4Z3W8	GO:0015074,GO:0003677,GO:0006310			PF14657,PF14659,PF00589		
UniRef90_A0A2N5NMA1	UniRef50_A0A2N5NMA1						
UniRef90_A0A2N5NMA7	UniRef50_A0A2N5NMA7				PF03389		
UniRef90_A0A2N5NMB6	UniRef50_A0A2N5NMB6				PF13673		
UniRef90_A0A2N5NMB6	UniRef50_A0A2N5NMB6	GO:0016740			PF13673		
UniRef90_A0A2N5NMB7	UniRef50_E0NW61				PF06250		
UniRef90_A0A2N5NMC0	UniRef50_A0A2N5NMC0						
UniRef90_A0A2N5NMD7	UniRef50_A0A2N5NMD7				PF00583		
UniRef90_A0A2N5NMG2	UniRef50_A0A0R2GLK1	GO:0003677,GO:0004519			PF02452	3.1.-.-	
UniRef90_A0A2N5NMG2	UniRef50_A0A0R2GLK1	GO:0003677,GO:0004519			PF02452	3.1.-.-	COG2337,ENOG4108YZM
UniRef90_A0A2N5NMH6	UniRef50_C4Z0Y7	GO:0003824,GO:0030170,GO:0009058			PF00155		
UniRef90_A0A2N5NMH6	UniRef50_C4Z0Y7	GO:0030170,GO:0008483,GO:0009058			PF00155		
UniRef90_A0A2N5NMH9	UniRef50_B6FXB6	GO:0005524,GO:0046677,GO:0016021,GO:0016887,GO:0005886			PF00005,PF02687		
UniRef90_A0A2N5NMJ3	UniRef50_A0A2N5NMJ3						
UniRef90_A0A2N5NMK8	UniRef50_C4Z8W9	GO:0008685,GO:0046872,GO:0019288,GO:0016114			PF02542	4.6.1.12	
UniRef90_A0A2N5NMP2	UniRef50_N2ATR1	GO:0016787			PF00293		
UniRef90_A0A2N5NMP2	UniRef50_N2ATR1	GO:0016787			PF00293		COG1051,ENOG4108052
UniRef90_A0A2N5NMQ3	UniRef50_A0A2N5NMQ3	GO:0003677,GO:0006355			PF13411		
UniRef90_A0A2N5NMQ5	UniRef50_Q88SE8	GO:0005737,GO:0004335,GO:0005524,GO:0006012,GO:0005534,GO:0000287			PF08544,PF00288,PF10509	2.7.1.6	ENOG4105CRD,COG0153
UniRef90_A0A2N5NMQ5	UniRef50_Q88SE8	GO:0005737,GO:0005524,GO:0004335,GO:0005534,GO:0000287,GO:0006012			PF10509,PF08544,PF00288	2.7.1.6	
UniRef90_A0A2N5NMR1	UniRef50_R6ZG15	GO:0003824,GO:0051536			PF04055,PF16199		
UniRef90_A0A2N5NMR1	UniRef50_R6ZG15	GO:0003824,GO:0051536			PF16199,PF04055		COG1242,ENOG4105N5T
UniRef90_A0A2N5NMR2	UniRef50_A0A2N5NMR2	GO:0003723,GO:0045893			PF00874,PF03123		
UniRef90_A0A2N5NMU6	UniRef50_A0A0J1FZX3	GO:0016021,GO:0022857			PF01226		
UniRef90_A0A2N5NMU6	UniRef50_A0A0J1FZX3	GO:0022857,GO:0016021			PF01226		ENOG4107V9H,COG2116
UniRef90_A0A2N5NMU7	UniRef50_A9KHN3	GO:0005737,GO:0003991,GO:0005524,GO:0042450			PF00696	2.7.2.8	
UniRef90_A0A2N5NMV3	UniRef50_A0A174KJH2	GO:0004650,GO:0005975			PF00295,PF12708		
UniRef90_A0A2N5NMV3	UniRef50_A0A174KJH2	GO:0004650,GO:0005975			PF12708,PF00295		
UniRef90_A0A2N5NMV4	UniRef50_A0A2N5NMV4	GO:0016021					
UniRef90_A0A2N5NMW5	UniRef50_A0A133ZEJ5	GO:0005524,GO:0016887			PF00005		
UniRef90_A0A2N5NMW8	UniRef50_A0A174C743	GO:0016021					
UniRef90_A0A2N5NMY1	UniRef50_A0A2N5NMY1	GO:0016021					
UniRef90_A0A2N5NMZ3	UniRef50_R6BMV7				PF00381		
UniRef90_A0A2N5NN02	UniRef50_D4CJW4	GO:0016021,GO:0016740			PF02397		
UniRef90_A0A2N5NN28	UniRef50_A0A2N5NN28	GO:0004553,GO:0005975			PF16355,PF02836,PF02837,PF00703		
UniRef90_A0A2N5NN49	UniRef50_R9J2P8	GO:0016810,GO:0005975			PF01522		
UniRef90_A0A2N5NN50	UniRef50_C4ZBN0	GO:0016021,GO:0015293,GO:0008643,GO:0006814					
UniRef90_A0A2N5NN55	UniRef50_A0A2N5NN55	GO:0003700,GO:0043565			PF02311,PF12833		
UniRef90_A0A2N5NN61	UniRef50_A0A2N5NN61	GO:0003700,GO:0043565			PF12833		
UniRef90_A0A2N5NN76	UniRef50_A0A134CKU3				PF10087		
UniRef90_A0A2N5NN76	UniRef50_A0A134CKU3				PF10087		ENOG4111UC1,ENOG4105KPX
UniRef90_A0A2N5NN88	UniRef50_C0CXQ4	GO:0016021,GO:0005886,GO:0015095,GO:0046872			PF00571,PF01769,PF03448		
UniRef90_A0A2N5NNB4	UniRef50_A0A1E3ARD3	GO:0004553,GO:0005975			PF01915,PF00933,PF14310		
UniRef90_A0A2N5NNB5	UniRef50_A7AYW0	GO:0003677,GO:0000160,GO:0006355			PF00486		
UniRef90_A0A2N5NNB5	UniRef50_A7AYW0	GO:0003677,GO:0000160,GO:0006355			PF00486		ENOG4106F9V,COG3547
UniRef90_A0A2N5NNC8	UniRef50_A0A3E4UY97				PF14190		
UniRef90_A0A2N5NNC8	UniRef50_A0A3E4UY97				PF14190		ENOG4105Q2U,ENOG4111YE1
UniRef90_A0A2N5NND5	UniRef50_A0A2N5NND5	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF12645		
UniRef90_A0A2N5NNE7	UniRef50_A0A2N5NNE7						
UniRef90_A0A2N5NNF6	UniRef50_A0A2N5NNF6						
UniRef90_A0A2N5NNF7	UniRef50_A0A2N5NNF7						
UniRef90_A0A2N5NNF7	UniRef50_A0A2N5NNF7	GO:0003677,GO:0004803,GO:0006313			PF02371		
UniRef90_A0A2N5NNH1	UniRef50_R5UFX4	GO:0003677,GO:0000160			PF04397,PF00072		
UniRef90_A0A2N5NNI1	UniRef50_A0A2N5NNI1						
UniRef90_A0A2N5NNI2	UniRef50_A0A2N5NNI2						
UniRef90_A0A2N5NNJ7	UniRef50_A0A2N5PWH1						
UniRef90_A0A2N5NNL4	UniRef50_B6FUP4	GO:0003677,GO:0003700			PF00126,PF03466		
UniRef90_A0A2N5NNL4	UniRef50_B6FUP4	GO:0003700,GO:0003677			PF03466,PF00126		ENOG4107VBG,COG0583
UniRef90_A0A2N5NNL6	UniRef50_A0A2N5NNL6				PF14501		
UniRef90_A0A2N5NNL7	UniRef50_A0A0J1IZH8	GO:0016021,GO:0005886,GO:0055085			PF00528		
UniRef90_A0A2N5NNL8	UniRef50_A0A2N8IYK9	GO:0016301			PF00294		
UniRef90_A0A2N5NNM2	UniRef50_Q3JZR3	GO:0005524,GO:0003677,GO:0008270,GO:0045892			PF03477		
UniRef90_A0A2N5NNM7	UniRef50_A5ZR64	GO:0016021,GO:0005524,GO:0042626			PF00664,PF00005		
UniRef90_A0A2N5NNM8	UniRef50_X8HX76	GO:0016021,GO:0005524,GO:0042626			PF00664,PF00005		
UniRef90_A0A2N5NNN0	UniRef50_A0A2N5NNN0	GO:0016021			PF05977		
UniRef90_A0A2N5NNN0	UniRef50_A0A2N5NNN0	GO:0016021			PF05977		ENOG41081NJ,ENOG4111RP5
UniRef90_A0A2N5NNN5	UniRef50_A0A2N5NNN5						
UniRef90_A0A2N5NNN8	UniRef50_A0A2N5PXK1	GO:0004560			PF14498		
UniRef90_A0A2N5NNP1	UniRef50_A0A2N5NNP1						
UniRef90_A0A2N5NNP7	UniRef50_S0IT03				PF12646		
UniRef90_A0A2N5NNQ5	UniRef50_A0A2N5NNQ5				PF13472		ENOG4107XPG,ENOG41107NJ
UniRef90_A0A2N5NNQ8	UniRef50_A0A2N5NLL5	GO:0016021,GO:0016747			PF01757		ENOG4105NXS,ENOG4111X4W
UniRef90_A0A2N5NNR0	UniRef50_A0A2N5PCZ7						
UniRef90_A0A2N5NNR1	UniRef50_A0A173Y8K9	GO:0055085,GO:0016021,GO:0005886			PF00528		ENOG4105I1K,COG0395
UniRef90_A0A2N5NNR3	UniRef50_A0A1E3AYL4	GO:0052692,GO:0005975			PF16874,PF16875,PF02065	3.2.1.22	
UniRef90_A0A2N5NNS0	UniRef50_A0A134A5T2	GO:0003824			PF12897		
UniRef90_A0A2N5NNS0	UniRef50_A0A134A5T2	GO:0003824		rto:RTO_15930	PF12897		ENOG4105XT2,COG1167
UniRef90_A0A2N5NNS0	UniRef50_A0A134A5T2	GO:0008483			PF12897		
UniRef90_A0A2N5NNS1	UniRef50_G1WRB7	GO:0003824			PF00266		
UniRef90_A0A2N5NNS1	UniRef50_G1WRB7	GO:0003824			PF00266		ENOG4105C9B,COG0520
UniRef90_A0A2N5NNS3	UniRef50_P39353	GO:0016491			PF01408,PF02894		
UniRef90_A0A2N5NNS3	UniRef50_P39353	GO:0016491		byl:A4V09_13830	PF01408,PF02894		
UniRef90_A0A2N5NNS3	UniRef50_P39353	GO:0047061			PF01408,PF02894	1.1.99.28	
UniRef90_A0A2N5NNS5	UniRef50_A0A174QCE9	GO:0005737,GO:0005524,GO:0004824,GO:0000287,GO:0004825,GO:0000049,GO:0006430,GO:0006431			PF00152,PF01336,PF01588	6.1.1.6	
UniRef90_A0A2N5NNS8	UniRef50_A0A2N5NNS8				PF00300		
UniRef90_A0A2N5NNT0	UniRef50_A0A2N5NNT0						
UniRef90_A0A2N5NNT1	UniRef50_A0A2N5NNT1	GO:0016021,GO:0005886,GO:0005351,GO:0008982,GO:0009401			PF02378		
UniRef90_A0A2N5NNT2	UniRef50_A0A2N5NNT2				PF00456		
UniRef90_A0A2N5NNT3	UniRef50_E7NUD8	GO:0003677,GO:0006355			PF00376		
UniRef90_A0A2N5NNT5	UniRef50_A0A0W1AV31	GO:0055085,GO:0016021,GO:0005886			PF00528		
UniRef90_A0A2N5NNU2	UniRef50_R5NMQ5	GO:0005524,GO:0016887			PF00005		
UniRef90_A0A2N5NNU3	UniRef50_E9RS15	GO:0003700,GO:0043565			PF02311,PF12833		
UniRef90_A0A2N5NNU3	UniRef50_E9RS15	GO:0003700,GO:0043565			PF12833,PF02311		ENOG4108R6W,COG2207
UniRef90_A0A2N5NNU4	UniRef50_A0A2T1LDJ5	GO:0009401,GO:0022877			PF02302		
UniRef90_A0A2N5NNU6	UniRef50_V9H2G3				PF04074		COG2731,ENOG41085K2
UniRef90_A0A2N5NNU8	UniRef50_A0A0J1G973	GO:0006355,GO:0003677			PF13416,PF00356,PF13407		COG1653
UniRef90_A0A2N5NNV0	UniRef50_R6RD57	GO:0003677,GO:0000160,GO:0006355			PF00072,PF00486		
UniRef90_A0A2N5NNV1	UniRef50_A0A2N5NNV1	GO:0016301,GO:0006355			PF05043,PF00874,PF00359		
UniRef90_A0A2N5NNV2	UniRef50_A0A2N5NNV2				PF07100		COG4288,ENOG41090KT
UniRef90_A0A2N5NNV3	UniRef50_A0A2N5NNV3	GO:0003824			PF02779,PF02780		
UniRef90_A0A2N5NNV5	UniRef50_A0A2N5NNV5						
UniRef90_A0A2N5NNW4	UniRef50_A0A173VJT8				PF13751,PF05598		
UniRef90_A0A2N5NNW7	UniRef50_A7B1D1				PF09811		
UniRef90_A0A2N5NNX4	UniRef50_A0A2N5NNX4	GO:0009401,GO:0016021,GO:0008982,GO:0016301			PF00359		
UniRef90_A0A2N5NNX7	UniRef50_C0B853	GO:0016021,GO:0008324			PF01545,PF16916		
UniRef90_A0A2N5NNZ0	UniRef50_U2CUL4	GO:0015297,GO:0016021,GO:0015238			PF01554		COG0534,ENOG4105DMU
UniRef90_A0A2N5NNZ0	UniRef50_U2CUL4	GO:0016021,GO:0015297,GO:0015238			PF01554		
UniRef90_A0A2N5NNZ6	UniRef50_B7CAT3						
UniRef90_A0A2N5NNZ8	UniRef50_F3BBS6				PF12645		
UniRef90_A0A2N5NP04	UniRef50_A0A2S1A888						
UniRef90_A0A2N5NP05	UniRef50_B5CTA1	GO:0016021					
UniRef90_A0A2N5NP05	UniRef50_B5CTA1	GO:0016021					ENOG4111UEU,ENOG4105MA9
UniRef90_A0A2N5NP06	UniRef50_A0A2N5NP06						
UniRef90_A0A2N5NP08	UniRef50_A0A1E5IJ50	GO:0004834			PF00290	4.2.1.20	
UniRef90_A0A2N5NP08	UniRef50_A0A1E5IJ50	GO:0004834			PF00290	4.2.1.20	COG0159,ENOG4105F6H
UniRef90_A0A2N5NP10	UniRef50_A0A2N5NP10	GO:0004553,GO:0005975			PF00150		
UniRef90_A0A2N5NP18	UniRef50_A0A3E4Q8F3	GO:0003677,GO:0000150			PF13408,PF07508,PF00239		
UniRef90_A0A2N5NP19	UniRef50_N2A5D4						
UniRef90_A0A2N5NP30	UniRef50_Q04U63	GO:0004834			PF00291	4.2.1.20	
UniRef90_A0A2N5NP30	UniRef50_Q04U63	GO:0004834			PF00291	4.2.1.20	ENOG4105CG0,COG0133
UniRef90_A0A2N5NP30	UniRef50_Q04U63	GO:0004834	K01696	ere:EUBREC_2976	PF00291	4.2.1.20	
UniRef90_A0A2N5NP63	UniRef50_A0A2N5NP63	GO:0055085,GO:0016021,GO:0005886			PF00528		
UniRef90_A0A2N5NP66	UniRef50_R6SCZ4	GO:0005737,GO:0004106,GO:0004664,GO:0046417,GO:0009094			PF01817,PF00800		
UniRef90_A0A2N5NP66	UniRef50_R6SCZ4	GO:0009094,GO:0005737,GO:0004106,GO:0046417,GO:0004664			PF00800,PF01817	4.2.1.51	COG0077,ENOG4105CQC
